,Fz,FT9,C3,Fp2,F6,AF8,AF4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.5294117647058824,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.6538461538461539,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
