,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.4014657980456026,0.004071661237785016,0.03501628664495114,0.15309446254071662,0.03257328990228013,0.09690553745928339,0.2768729641693811,0.0
frontalpole-rh,0.009191176470588236,0.7095588235294118,0.1213235294117647,0.0,0.0,0.15073529411764705,0.009191176470588236,0.0
insula-rh,0.05125148986889154,0.07151370679380215,0.7604290822407628,0.01907032181168057,0.0,0.009535160905840286,0.08820023837902265,0.0
medialorbitofrontal-lh,0.14930015552099535,0.0,0.00933125972006221,0.3818040435458787,0.12052877138413685,0.16174183514774496,0.17418351477449456,0.003110419906687403
rostralanteriorcingulate-lh,0.045924225028702644,0.0,0.0,0.18369690011481057,0.4971297359357061,0.22732491389207807,0.045924225028702644,0.0
rostralanteriorcingulate-rh,0.07997118155619597,0.059077809798270896,0.004322766570605188,0.15129682997118155,0.13904899135446686,0.4697406340057637,0.09654178674351585,0.0
temporalpole-lh,0.23434343434343435,0.003367003367003367,0.04713804713804714,0.1494949494949495,0.02962962962962963,0.09292929292929293,0.4430976430976431,0.0
temporalpole-rh,0.0,0.0,0.0,0.011131725417439703,0.0,0.0,0.0,0.9888682745825603
