,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.6923963133640553,0.026497695852534562,0.004608294930875576,0.0,0.0,0.0,0.0587557603686636,0.21774193548387097
frontalpole-rh,0.013258897418004187,0.37892533147243546,0.2044661549197488,0.13189113747383113,0.04745289602233078,0.03349616189811584,0.13538032100488487,0.05512909979064899
insula-rh,0.001141552511415525,0.16095890410958905,0.396689497716895,0.1860730593607306,0.01598173515981735,0.0839041095890411,0.14269406392694065,0.012557077625570776
medialorbitofrontal-lh,0.0,0.1048623315758641,0.18512009373169303,0.38957234915055655,0.06678383128295255,0.09314586994727592,0.12478031634446397,0.035735207967193906
medialorbitofrontal-rh,0.0,0.08089887640449438,0.02247191011235955,0.11685393258426967,0.5123595505617977,0.16067415730337078,0.043820224719101124,0.06292134831460675
parahippocampal-lh,0.0,0.043933054393305436,0.13284518828451883,0.15585774058577406,0.1600418410041841,0.45083682008368203,0.056485355648535567,0.0
rostralanteriorcingulate-lh,0.03326256192498231,0.14437367303609341,0.18117480537862704,0.1578202406227884,0.03184713375796178,0.04175513092710545,0.3708421797593772,0.038924274593064405
rostralanteriorcingulate-rh,0.19734151329243355,0.0869120654396728,0.022494887525562373,0.06237218813905931,0.05521472392638037,0.0,0.05623721881390593,0.5194274028629857
