,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh
entorhinal-lh,0.6258389261744967,0.16946308724832215,0.025167785234899327,0.07550335570469799,0.003355704697986577,0.015100671140939598,0.04697986577181208,0.03859060402684564
frontalpole-lh,0.13852813852813853,0.5743145743145743,0.030303030303030304,0.1717171717171717,0.0,0.010101010101010102,0.024531024531024532,0.050505050505050504
frontalpole-rh,0.02754237288135593,0.036016949152542374,0.6504237288135594,0.13135593220338984,0.0211864406779661,0.0423728813559322,0.04449152542372881,0.046610169491525424
medialorbitofrontal-lh,0.050314465408805034,0.13584905660377358,0.08176100628930817,0.5559748427672956,0.01761006289308176,0.06289308176100629,0.06918238993710692,0.026415094339622643
parahippocampal-rh,0.00954653937947494,0.0,0.02386634844868735,0.028639618138424822,0.7589498806682577,0.07398568019093078,0.10501193317422435,0.0
pericalcarine-lh,0.008038585209003215,0.008038585209003215,0.03054662379421222,0.08360128617363344,0.05305466237942122,0.5369774919614148,0.26688102893890675,0.012861736334405145
pericalcarine-rh,0.0416,0.0208,0.0304,0.0848,0.0768,0.2928,0.44,0.0128
temporalpole-lh,0.04246284501061571,0.06369426751592357,0.04670912951167728,0.036093418259023353,0.004246284501061571,0.016985138004246284,0.016985138004246284,0.772823779193206
