,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.46153846153846156,0.1794871794871795,0.23076923076923078,0.02564102564102564,0.0,0.07692307692307693,0.02564102564102564,0.0
inferiorparietal-rh,0.0625,0.5,0.0,0.2916666666666667,0.0,0.041666666666666664,0.08333333333333333,0.020833333333333332
parsopercularis-lh,0.25,0.05,0.65,0.025,0.025,0.0,0.0,0.0
parstriangularis-rh,0.0,0.3870967741935484,0.0,0.5806451612903226,0.0,0.0,0.0,0.03225806451612903
postcentral-rh,0.16666666666666666,0.0,0.25,0.0,0.5833333333333334,0.0,0.0,0.0
superiorparietal-lh,0.21739130434782608,0.17391304347826086,0.0,0.0,0.0,0.34782608695652173,0.2608695652173913,0.0
superiorparietal-rh,0.13043478260869565,0.2608695652173913,0.0,0.0,0.0,0.2608695652173913,0.34782608695652173,0.0
superiortemporal-lh,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.875
