,bankssts-lh,entorhinal-lh,inferiortemporal-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
bankssts-lh,0.2857142857142857,0.0,0.0,0.2857142857142857,0.25,0.0,0.0,0.17857142857142858
entorhinal-lh,0.0,0.6190476190476191,0.23809523809523808,0.0,0.0,0.0,0.14285714285714285,0.0
inferiortemporal-lh,0.0,0.08695652173913043,0.4782608695652174,0.0,0.0,0.0,0.43478260869565216,0.0
lateralorbitofrontal-lh,0.2608695652173913,0.0,0.0,0.391304347826087,0.21739130434782608,0.0,0.0,0.13043478260869565
medialorbitofrontal-lh,0.3,0.0,0.0,0.23333333333333334,0.26666666666666666,0.0,0.0,0.2
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.041666666666666664,0.4583333333333333,0.0,0.0,0.0,0.5,0.0
temporalpole-rh,0.25,0.0,0.0,0.17857142857142858,0.25,0.0,0.0,0.32142857142857145
