,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.058823529411764705,0.08823529411764706,0.14705882352941177,0.11764705882352941,0.14705882352941177
frontalpole-lh,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.058823529411764705,0.08823529411764706,0.14705882352941177,0.11764705882352941,0.14705882352941177
frontalpole-rh,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.058823529411764705,0.08823529411764706,0.14705882352941177,0.11764705882352941,0.14705882352941177
fusiform-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
medialorbitofrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
medialorbitofrontal-rh,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.13793103448275862
parahippocampal-rh,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
rostralanteriorcingulate-rh,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.058823529411764705,0.08823529411764706,0.14705882352941177,0.11764705882352941,0.14705882352941177
