,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.11290322580645161,0.14516129032258066,0.12903225806451613,0.12903225806451613
frontalpole-lh,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.11290322580645161,0.14516129032258066,0.12903225806451613,0.12903225806451613
frontalpole-rh,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.11290322580645161,0.14516129032258066,0.12903225806451613,0.12903225806451613
fusiform-rh,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.18604651162790697,0.16279069767441862,0.11627906976744186,0.16279069767441862,0.09302325581395349
medialorbitofrontal-lh,0.09803921568627451,0.09803921568627451,0.09803921568627451,0.17647058823529413,0.1568627450980392,0.11764705882352941,0.1568627450980392,0.09803921568627451
medialorbitofrontal-rh,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.13333333333333333,0.15,0.11666666666666667
parahippocampal-rh,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.15517241379310345,0.15517241379310345,0.1206896551724138,0.15517241379310345,0.10344827586206896
rostralanteriorcingulate-rh,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.11290322580645161,0.14516129032258066,0.12903225806451613,0.12903225806451613
