,cuneus-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh
cuneus-lh,0.4558303886925795,0.0,0.0,0.0,0.0,0.0,0.24381625441696114,0.3003533568904594
frontalpole-rh,0.0,0.6153846153846154,0.0,0.0,0.38461538461538464,0.0,0.0,0.0
fusiform-rh,0.0,0.0,0.39514348785871967,0.0,0.0,0.0,0.31567328918322296,0.2891832229580574
isthmuscingulate-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.25071225071225073,0.0,0.0,0.5897435897435898,0.15954415954415954,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.21176470588235294,0.788235294117647,0.0,0.0
parahippocampal-rh,0.10872894333843798,0.0,0.21592649310872894,0.0,0.0,0.0,0.35222052067381315,0.3231240428790199
pericalcarine-lh,0.10519951632406288,0.0,0.15840386940749698,0.0,0.0,0.0,0.25755743651753327,0.4788391777509069
