,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-rh,parsorbitalis-lh,parstriangularis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.4666666666666667,0.0,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.0,0.13333333333333333
frontalpole-rh,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2
medialorbitofrontal-lh,0.13043478260869565,0.0,0.34782608695652173,0.2608695652173913,0.0,0.08695652173913043,0.0,0.17391304347826086
medialorbitofrontal-rh,0.13636363636363635,0.0,0.3181818181818182,0.2727272727272727,0.0,0.09090909090909091,0.0,0.18181818181818182
parsopercularis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-lh,0.2,0.0,0.08571428571428572,0.08571428571428572,0.0,0.5428571428571428,0.0,0.08571428571428572
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-rh,0.15789473684210525,0.0,0.2631578947368421,0.2631578947368421,0.0,0.10526315789473684,0.0,0.21052631578947367
