,bankssts-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,cuneus-lh,frontalpole-lh,inferiortemporal-rh,superiorfrontal-lh,transversetemporal-lh
bankssts-lh,0.4782608695652174,0.0,0.0,0.043478260869565216,0.0,0.4782608695652174,0.0,0.0
caudalanteriorcingulate-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.041666666666666664,0.0,0.5833333333333334,0.041666666666666664,0.0,0.0,0.0,0.3333333333333333
cuneus-lh,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
inferiortemporal-rh,0.391304347826087,0.0,0.0,0.0,0.0,0.6086956521739131,0.0,0.0
superiorfrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.5833333333333334
