,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,precuneus-lh,precuneus-rh,superiorparietal-lh,superiorparietal-rh
isthmuscingulate-rh,0.1346153846153846,0.12393162393162394,0.13247863247863248,0.13034188034188035,0.12393162393162394,0.12606837606837606,0.11752136752136752,0.1111111111111111
lateraloccipital-rh,0.13195876288659794,0.12989690721649486,0.12783505154639174,0.12577319587628866,0.12989690721649486,0.12577319587628866,0.12371134020618557,0.10515463917525773
pericalcarine-lh,0.1346153846153846,0.12393162393162394,0.13247863247863248,0.13247863247863248,0.12393162393162394,0.12606837606837606,0.11752136752136752,0.10897435897435898
pericalcarine-rh,0.13333333333333333,0.12183908045977011,0.1310344827586207,0.13333333333333333,0.12183908045977011,0.12413793103448276,0.11494252873563218,0.11954022988505747
precuneus-lh,0.13278008298755187,0.12863070539419086,0.12863070539419086,0.12655601659751037,0.12863070539419086,0.12655601659751037,0.12240663900414937,0.10580912863070539
precuneus-rh,0.13129102844638948,0.12472647702407003,0.12910284463894967,0.13129102844638948,0.12472647702407003,0.12691466083150985,0.11816192560175055,0.1137855579868709
superiorparietal-lh,0.13016528925619836,0.1322314049586777,0.128099173553719,0.11983471074380166,0.1322314049586777,0.128099173553719,0.12603305785123967,0.10330578512396695
superiorparietal-rh,0.12631578947368421,0.12368421052631579,0.12368421052631579,0.12894736842105264,0.12368421052631579,0.12631578947368421,0.11842105263157894,0.12894736842105264
