,cuneus-rh,frontalpole-rh,lateraloccipital-lh,lateraloccipital-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-rh
cuneus-rh,0.6270967741935484,0.0012903225806451613,0.04,0.06580645161290323,0.04774193548387097,0.09161290322580645,0.1032258064516129,0.023225806451612905
frontalpole-rh,0.0023094688221709007,0.7875288683602771,0.09699769053117784,0.016166281755196306,0.0,0.03233256351039261,0.0,0.06466512702078522
lateraloccipital-lh,0.06903353057199212,0.08284023668639054,0.534516765285996,0.0,0.0,0.26232741617357,0.009861932938856016,0.04142011834319527
lateraloccipital-rh,0.07566765578635015,0.013353115727002967,0.0,0.6884272997032641,0.019287833827893175,0.04599406528189911,0.14985163204747776,0.00741839762611276
parahippocampal-rh,0.085,0.0,0.0025,0.0275,0.7625,0.0,0.065,0.0575
pericalcarine-lh,0.11346444780635401,0.0226928895612708,0.17700453857791226,0.05143721633888049,0.0030257186081694403,0.5537065052950075,0.05597579425113464,0.0226928895612708
pericalcarine-rh,0.12535612535612536,0.0,0.004273504273504274,0.13105413105413105,0.045584045584045586,0.04415954415954416,0.6239316239316239,0.02564102564102564
temporalpole-rh,0.03515625,0.046875,0.041015625,0.009765625,0.0546875,0.033203125,0.04296875,0.736328125
