,Fp1,F3,Pz,P4,CP2,AF3,AFz,P2
Fp1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
F3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Pz,0.0,0.0,0.3173431734317343,0.3173431734317343,0.3154981549815498,0.04981549815498155,0.0,0.0
P4,0.0,0.0,0.3173431734317343,0.3173431734317343,0.3154981549815498,0.04981549815498155,0.0,0.0
CP2,0.0,0.0,0.3173431734317343,0.3173431734317343,0.3154981549815498,0.04981549815498155,0.0,0.0
AF3,0.0,0.0,0.15517241379310345,0.15517241379310345,0.15517241379310345,0.5344827586206896,0.0,0.0
AFz,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
