,Fp1,FT9,TP9,F8,AFz,F5,AF8,FCz
Fp1,0.18055555555555555,0.0,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.19444444444444445,0.0
FT9,0.0,0.37333333333333335,0.0,0.0,0.0,0.21333333333333335,0.0,0.41333333333333333
TP9,0.0945945945945946,0.0,0.2702702702702703,0.23648648648648649,0.28378378378378377,0.0,0.10810810810810811,0.006756756756756757
F8,0.1037037037037037,0.0,0.25925925925925924,0.24444444444444444,0.26666666666666666,0.0,0.11851851851851852,0.007407407407407408
AFz,0.09271523178807947,0.0,0.271523178807947,0.23841059602649006,0.2847682119205298,0.0,0.10596026490066225,0.006622516556291391
F5,0.0,0.34782608695652173,0.0,0.0,0.0,0.30434782608695654,0.0,0.34782608695652173
AF8,0.175,0.0,0.2125,0.2125,0.2125,0.0,0.1875,0.0
FCz,0.0,0.3229166666666667,0.0,0.0,0.0,0.16666666666666666,0.0,0.5104166666666666
