,Fp1,FT9,F8,Fp2,AF7,POz,AF8,FCz
Fp1,0.5535714285714286,0.0,0.0,0.44642857142857145,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.52,0.0,0.0,0.48,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.5384615384615384
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.16279069767441862,0.0,0.0,0.8372093023255814
