,Fp1,Fz,F4,AF7,AF3,F1,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.7671840354767184,0.2328159645232816,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.2777777777777778,0.7222222222222222,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.5069686411149826,0.0,0.4930313588850174,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.4567699836867863,0.0,0.5432300163132137,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
