,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,lateralorbitofrontal-lh,paracentral-lh,paracentral-rh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-rh,0.1891891891891892,0.16216216216216217,0.08108108108108109,0.04054054054054054,0.16216216216216217,0.1891891891891892,0.17567567567567569,0.0
isthmuscingulate-rh,0.19444444444444445,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.1527777777777778,0.18055555555555555,0.18055555555555555,0.0
lateraloccipital-rh,0.12244897959183673,0.12244897959183673,0.32653061224489793,0.04081632653061224,0.10204081632653061,0.12244897959183673,0.12244897959183673,0.04081632653061224
lateralorbitofrontal-lh,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.43243243243243246,0.05405405405405406,0.08108108108108109,0.08108108108108109,0.10810810810810811
paracentral-lh,0.17857142857142858,0.14285714285714285,0.05357142857142857,0.0,0.25,0.21428571428571427,0.16071428571428573,0.0
paracentral-rh,0.17647058823529413,0.14705882352941177,0.07352941176470588,0.029411764705882353,0.20588235294117646,0.20588235294117646,0.16176470588235295,0.0
rostralanteriorcingulate-lh,0.18309859154929578,0.15492957746478872,0.08450704225352113,0.04225352112676056,0.16901408450704225,0.19718309859154928,0.16901408450704225,0.0
temporalpole-lh,0.0,0.0,0.25,0.08333333333333333,0.0,0.0,0.0,0.6666666666666666
