,inferiorparietal-rh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.2555066079295154,0.14096916299559473,0.13656387665198239,0.0881057268722467,0.039647577092511016,0.20704845814977973,0.06607929515418502,0.06607929515418502
precentral-rh,0.10032362459546926,0.27184466019417475,0.16828478964401294,0.0744336569579288,0.02912621359223301,0.18770226537216828,0.07119741100323625,0.0970873786407767
rostralmiddlefrontal-lh,0.10344827586206896,0.1793103448275862,0.22758620689655173,0.10689655172413794,0.03103448275862069,0.16896551724137931,0.07931034482758621,0.10344827586206896
superiorparietal-rh,0.11428571428571428,0.13142857142857142,0.18285714285714286,0.24,0.05142857142857143,0.10285714285714286,0.08,0.09714285714285714
superiortemporal-lh,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.12,0.09333333333333334,0.13333333333333333,0.13333333333333333
superiortemporal-rh,0.16333333333333333,0.19,0.16333333333333333,0.06,0.02666666666666667,0.25333333333333335,0.056666666666666664,0.08666666666666667
supramarginal-lh,0.08496732026143791,0.1503267973856209,0.16993464052287582,0.09803921568627451,0.058823529411764705,0.11764705882352941,0.16339869281045752,0.1568627450980392
supramarginal-rh,0.06598984771573604,0.14720812182741116,0.14720812182741116,0.08121827411167512,0.04568527918781726,0.12690355329949238,0.116751269035533,0.26903553299492383
