,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh
inferiorparietal-rh,0.16568047337278108,0.0,0.0,0.17159763313609466,0.17159763313609466,0.17159763313609466,0.14792899408284024,0.17159763313609466
parsopercularis-lh,0.0,0.5555555555555556,0.3055555555555556,0.0,0.0,0.1388888888888889,0.0,0.0
parstriangularis-rh,0.0,0.4482758620689655,0.3793103448275862,0.0,0.0,0.1724137931034483,0.0,0.0
postcentral-lh,0.13861386138613863,0.0,0.0,0.22772277227722773,0.1485148514851485,0.1485148514851485,0.1782178217821782,0.15841584158415842
rostralmiddlefrontal-lh,0.16,0.0,0.0,0.1657142857142857,0.18285714285714286,0.17142857142857143,0.14285714285714285,0.17714285714285713
superiorparietal-lh,0.14659685863874344,0.031413612565445025,0.031413612565445025,0.1518324607329843,0.16230366492146597,0.18324607329842932,0.13089005235602094,0.16230366492146597
superiorparietal-rh,0.14207650273224043,0.0,0.0,0.19672131147540983,0.14207650273224043,0.14207650273224043,0.22404371584699453,0.15300546448087432
supramarginal-lh,0.15300546448087432,0.0,0.0,0.17486338797814208,0.17486338797814208,0.16393442622950818,0.15300546448087432,0.18032786885245902
