,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,temporalpole-lh
entorhinal-lh,0.7462871287128713,0.0,0.04950495049504951,0.019801980198019802,0.03217821782178218,0.0297029702970297,0.04207920792079208,0.08044554455445545
frontalpole-lh,0.0,0.5249764373232799,0.11875589066918002,0.029217719132893498,0.14797360980207352,0.12629594721960416,0.036757775683317624,0.016022620169651274
frontalpole-rh,0.04018264840182648,0.11598173515981736,0.3963470319634703,0.021004566210045664,0.12511415525114156,0.20730593607305936,0.0684931506849315,0.025570776255707764
lateraloccipital-lh,0.02197802197802198,0.05631868131868132,0.03708791208791209,0.6964285714285714,0.050824175824175824,0.038461538461538464,0.046703296703296704,0.0521978021978022
medialorbitofrontal-lh,0.026881720430107527,0.13530465949820789,0.12365591397849462,0.03046594982078853,0.4435483870967742,0.1863799283154122,0.033154121863799284,0.02060931899641577
medialorbitofrontal-rh,0.020743301642178046,0.11408815903197926,0.19533275713050993,0.020743301642178046,0.19014693171996544,0.3759723422644771,0.06482281763180639,0.018150388936905792
parahippocampal-rh,0.04524886877828054,0.04638009049773756,0.08031674208144797,0.03506787330316742,0.053167420814479636,0.09049773755656108,0.6142533936651584,0.03506787330316742
temporalpole-lh,0.08623087621696801,0.02364394993045897,0.030598052851182198,0.0584144645340751,0.02642559109874826,0.02086230876216968,0.037552155771905425,0.7162726008344924
