,bankssts-lh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,inferiorparietal-rh,medialorbitofrontal-lh,temporalpole-rh,transversetemporal-rh
bankssts-lh,0.9177215189873418,0.0,0.0,0.02531645569620253,0.0,0.0379746835443038,0.0,0.0189873417721519
caudalanteriorcingulate-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.5375,0.0,0.0,0.4625,0.0,0.0
frontalpole-rh,0.0297029702970297,0.0,0.0,0.7673267326732673,0.16831683168316833,0.034653465346534656,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.0,0.15384615384615385,0.8461538461538461,0.0,0.0,0.0
medialorbitofrontal-lh,0.018691588785046728,0.0,0.17289719626168223,0.02336448598130841,0.0,0.7850467289719626,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.9658119658119658,0.03418803418803419
transversetemporal-rh,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.9770992366412213
