,caudalanteriorcingulate-lh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.6377952755905512,0.0,0.14960629921259844,0.0,0.14960629921259844,0.0,0.0,0.06299212598425197
frontalpole-lh,0.0,0.4567901234567901,0.024691358024691357,0.20987654320987653,0.11728395061728394,0.0,0.19135802469135801,0.0
lateralorbitofrontal-lh,0.1504424778761062,0.017699115044247787,0.6991150442477876,0.0,0.13274336283185842,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.23776223776223776,0.0,0.3916083916083916,0.16783216783216784,0.0,0.20279720279720279,0.0
rostralanteriorcingulate-lh,0.15217391304347827,0.13768115942028986,0.12318840579710146,0.14492753623188406,0.391304347826087,0.0,0.050724637681159424,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.28205128205128205,0.0,0.26495726495726496,0.07692307692307693,0.0,0.37606837606837606,0.0
temporalpole-rh,0.10666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8933333333333333
