,bankssts-lh,bankssts-rh,frontalpole-rh,parahippocampal-lh,rostralanteriorcingulate-lh,superiorparietal-rh,temporalpole-lh,temporalpole-rh
bankssts-lh,0.7193877551020408,0.0,0.23469387755102042,0.025510204081632654,0.0,0.0,0.02040816326530612,0.0
bankssts-rh,0.0,0.8245614035087719,0.0,0.05263157894736842,0.0,0.0,0.0,0.12280701754385964
frontalpole-rh,0.39166666666666666,0.0,0.6083333333333333,0.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.024752475247524754,0.0594059405940594,0.0,0.8564356435643564,0.0,0.0594059405940594,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.9032258064516129,0.07373271889400922,0.0,0.02304147465437788
superiorparietal-rh,0.0,0.0,0.0,0.04716981132075472,0.08490566037735849,0.8679245283018868,0.0,0.0
temporalpole-lh,0.01092896174863388,0.0,0.0,0.0,0.0,0.0,0.9890710382513661,0.0
temporalpole-rh,0.0,0.10824742268041238,0.0,0.0,0.03608247422680412,0.0,0.0,0.8556701030927835
