,frontalpole-rh,insula-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.22392638036809817,0.0,0.15644171779141106,0.13190184049079753,0.19325153374233128,0.0,0.07668711656441718,0.21779141104294478
insula-lh,0.0,0.631578947368421,0.0,0.042105263157894736,0.0,0.15789473684210525,0.16842105263157894,0.0
lateralorbitofrontal-rh,0.18466898954703834,0.0,0.2578397212543554,0.0975609756097561,0.22996515679442509,0.0,0.03484320557491289,0.1951219512195122
medialorbitofrontal-lh,0.16956521739130434,0.02608695652173913,0.10434782608695652,0.23478260869565218,0.12173913043478261,0.0,0.17391304347826086,0.16956521739130434
medialorbitofrontal-rh,0.2037037037037037,0.0,0.2037037037037037,0.09876543209876543,0.23765432098765432,0.0,0.043209876543209874,0.21296296296296297
parahippocampal-rh,0.0,0.1527777777777778,0.0,0.0,0.0,0.8472222222222222,0.0,0.0
rostralanteriorcingulate-lh,0.12280701754385964,0.10526315789473684,0.03508771929824561,0.21052631578947367,0.05847953216374269,0.0,0.34502923976608185,0.12280701754385964
rostralanteriorcingulate-rh,0.21791044776119403,0.0,0.16119402985074627,0.12835820895522387,0.19402985074626866,0.0,0.07462686567164178,0.22388059701492538
