,frontalpole-rh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-rh,0.1995225102319236,0.1251705320600273,0.10879945429740791,0.058663028649386086,0.12278308321964529,0.12175989085948158,0.14051841746248295,0.12278308321964529
fusiform-lh,0.08680635505411007,0.17453373244301174,0.14644255123186736,0.08772737738890168,0.1482845959014506,0.16693529818098088,0.06285977434952797,0.12641031545014966
inferiortemporal-lh,0.08141909137314957,0.16028586013272078,0.19142419601837674,0.08677896886166411,0.13195507912200102,0.16819806023481368,0.06891271056661562,0.1110260336906585
isthmuscingulate-rh,0.0638002773925104,0.13765603328710124,0.12274618585298197,0.24653259361997226,0.14181692094313453,0.1341886269070735,0.039875173370319004,0.11338418862690708
lingual-lh,0.09214763438196681,0.1624969036413178,0.13103789943027,0.09759722566262076,0.1672033688382462,0.1518454297745851,0.06415655189497152,0.1335149863760218
parahippocampal-lh,0.0855464159811986,0.1673325499412456,0.15487661574618097,0.08695652173913043,0.14148061104582843,0.1783783783783784,0.0655699177438308,0.11985898942420682
rostralanteriorcingulate-lh,0.16398846312319737,0.10630407911001236,0.10712814173877215,0.042439225381128966,0.10094767202307375,0.11083642356819118,0.27070457354758964,0.09765142150803462
temporalpole-lh,0.10381593714927048,0.15572390572390574,0.12429854096520764,0.08782267115600449,0.15179573512906847,0.14534231200897868,0.06986531986531987,0.16133557800224466
