,frontalpole-lh,fusiform-lh,insula-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.5226086956521739,0.0,0.01652173913043478,0.0,0.0,0.011304347826086957,0.11217391304347826,0.3373913043478261
fusiform-lh,0.0,0.4494995450409463,0.09645131938125569,0.003639672429481347,0.24385805277525022,0.1565059144676979,0.034576888080072796,0.015468607825295723
insula-lh,0.016798418972332016,0.09782608695652174,0.6383399209486166,0.022727272727272728,0.08102766798418973,0.1432806324110672,0.0,0.0
isthmuscingulate-rh,0.0,0.002967359050445104,0.028189910979228485,0.7685459940652819,0.0,0.13204747774480713,0.06824925816023739,0.0
parahippocampal-lh,0.0,0.23674911660777384,0.08480565371024736,0.0,0.5415194346289752,0.09098939929328621,0.022968197879858657,0.022968197879858657
parahippocampal-rh,0.00827966881324747,0.15087396504139836,0.13155473781048757,0.09475620975160993,0.09291628334866606,0.5068997240110396,0.014719411223551058,0.0
rostralanteriorcingulate-lh,0.11791590493601463,0.03656307129798903,0.0,0.038391224862888484,0.02376599634369287,0.016453382084095063,0.5191956124314442,0.2477148080438757
rostralanteriorcingulate-rh,0.28832116788321166,0.012408759124087591,0.0,0.0,0.01897810218978102,0.0,0.19854014598540146,0.48175182481751827
