,Fp1,F7,TP10,FT10,F4,PO4,F6,AF8
Fp1,0.4918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.5081967213114754
F7,0.0,0.5918367346938775,0.0,0.0,0.0,0.0,0.40816326530612246,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.5128205128205128,0.0,0.0,0.0,0.0,0.48717948717948717,0.0
AF8,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645
