,P7,T8,FC6,AF3,TP7,PO8,FC4,AF4
P7,0.5689655172413793,0.0,0.0,0.0,0.0,0.0,0.43103448275862066,0.0
T8,0.0,0.5120772946859904,0.0,0.0,0.0,0.0,0.0,0.48792270531400966
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FC4,0.40869565217391307,0.0,0.0,0.0,0.0,0.0,0.591304347826087,0.0
AF4,0.0,0.47706422018348627,0.0,0.0,0.0,0.0,0.0,0.5229357798165137
