,P7,O1,Oz,T8,Fp2,F1,PO7,PO3
P7,0.6,0.0,0.0,0.03333333333333333,0.0,0.0,0.36666666666666664,0.0
O1,0.0,0.375,0.325,0.0,0.0,0.3,0.0,0.0
Oz,0.0,0.3783783783783784,0.32432432432432434,0.0,0.0,0.2972972972972973,0.0,0.0
T8,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.3488372093023256,0.3023255813953488,0.0,0.0,0.3488372093023256,0.0,0.0
PO7,0.5217391304347826,0.0,0.0,0.043478260869565216,0.0,0.0,0.43478260869565216,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
