,entorhinal-lh,fusiform-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-lh
entorhinal-lh,0.46111111111111114,0.022222222222222223,0.15555555555555556,0.20555555555555555,0.15555555555555556,0.0,0.0,0.0
fusiform-lh,0.017391304347826087,0.6,0.06956521739130435,0.06086956521739131,0.034782608695652174,0.21739130434782608,0.0,0.0
isthmuscingulate-rh,0.12429378531073447,0.06779661016949153,0.4124293785310734,0.24293785310734464,0.15254237288135594,0.0,0.0,0.0
lingual-lh,0.15196078431372548,0.058823529411764705,0.23039215686274508,0.36764705882352944,0.16666666666666666,0.024509803921568627,0.0,0.0
parahippocampal-lh,0.15469613259668508,0.04419889502762431,0.1712707182320442,0.19889502762430938,0.3370165745856354,0.09392265193370165,0.0,0.0
parahippocampal-rh,0.0,0.15217391304347827,0.0,0.036231884057971016,0.12318840579710146,0.6884057971014492,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
