,bankssts-lh,inferiortemporal-lh,isthmuscingulate-rh,paracentral-lh,parahippocampal-rh,superiorparietal-rh,temporalpole-rh,transversetemporal-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.8333333333333334,0.12121212121212122,0.0,0.0,0.0,0.0,0.045454545454545456
isthmuscingulate-rh,0.0,0.1694915254237288,0.7627118644067796,0.0,0.06779661016949153,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.8351648351648352,0.0,0.16483516483516483,0.0,0.0
parahippocampal-rh,0.0,0.0,0.08,0.0,0.92,0.0,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.19736842105263158,0.0,0.7105263157894737,0.09210526315789473,0.0
temporalpole-rh,0.0,0.0,0.011627906976744186,0.0,0.0,0.05813953488372093,0.872093023255814,0.05813953488372093
transversetemporal-lh,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.09803921568627451,0.8823529411764706
