,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0
frontalpole-rh,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.7142857142857143,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0
medialorbitofrontal-rh,0.0,0.2222222222222222,0.16666666666666666,0.6111111111111112,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.26666666666666666,0.0
rostralanteriorcingulate-lh,0.38461538461538464,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.07142857142857142,0.0,0.42857142857142855,0.0,0.5,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
