,entorhinal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,temporalpole-rh
entorhinal-rh,0.5833333333333334,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714
isthmuscingulate-rh,0.0,0.0,0.0,0.25925925925925924,0.24074074074074073,0.24074074074074073,0.25925925925925924,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.25925925925925924,0.24074074074074073,0.24074074074074073,0.25925925925925924,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.25925925925925924,0.24074074074074073,0.24074074074074073,0.25925925925925924,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.25925925925925924,0.24074074074074073,0.24074074074074073,0.25925925925925924,0.0
temporalpole-rh,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.8421052631578947
