,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
inferiorparietal-rh,0.26865671641791045,0.05970149253731343,0.11940298507462686,0.11940298507462686,0.13432835820895522,0.13432835820895522,0.08955223880597014,0.07462686567164178
postcentral-lh,0.1282051282051282,0.10256410256410256,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282
postcentral-rh,0.15517241379310345,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.15517241379310345,0.15517241379310345,0.10344827586206896,0.08620689655172414
superiorfrontal-lh,0.15517241379310345,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.15517241379310345,0.15517241379310345,0.10344827586206896,0.08620689655172414
superiorfrontal-rh,0.1694915254237288,0.06779661016949153,0.13559322033898305,0.13559322033898305,0.15254237288135594,0.15254237288135594,0.1016949152542373,0.0847457627118644
superiorparietal-lh,0.15625,0.0625,0.125,0.125,0.140625,0.21875,0.09375,0.078125
superiorparietal-rh,0.14,0.08,0.14,0.14,0.14,0.14,0.12,0.1
superiortemporal-rh,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
