,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.14623655913978495,0.0967741935483871,0.11827956989247312,0.13978494623655913,0.12043010752688173,0.10967741935483871,0.12258064516129032,0.14623655913978495
parsopercularis-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parstriangularis-rh,0.12857142857142856,0.10714285714285714,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.12142857142857143,0.12857142857142856,0.12857142857142856
precentral-lh,0.14035087719298245,0.09868421052631579,0.1206140350877193,0.14035087719298245,0.12280701754385964,0.1118421052631579,0.125,0.14035087719298245
precentral-rh,0.12910798122065728,0.1056338028169014,0.12910798122065728,0.12910798122065728,0.12910798122065728,0.11971830985915492,0.12910798122065728,0.12910798122065728
rostralmiddlefrontal-lh,0.12658227848101267,0.11392405063291139,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267
rostralmiddlefrontal-rh,0.12993039443155452,0.10440835266821345,0.12761020881670534,0.12993039443155452,0.12993039443155452,0.11832946635730858,0.12993039443155452,0.12993039443155452
superiortemporal-lh,0.14623655913978495,0.0967741935483871,0.11827956989247312,0.13978494623655913,0.12043010752688173,0.10967741935483871,0.12258064516129032,0.14623655913978495
