,bankssts-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
bankssts-rh,0.8194842406876791,0.015759312320916905,0.0,0.0,0.01002865329512894,0.0,0.07306590257879657,0.08166189111747851
entorhinal-lh,0.011264080100125156,0.7259073842302879,0.0,0.0,0.14267834793491865,0.02002503128911139,0.012515644555694618,0.08760951188986232
frontalpole-lh,0.0,0.0,0.4271412680756396,0.1735261401557286,0.0,0.27030033370411566,0.12903225806451613,0.0
frontalpole-rh,0.0,0.0,0.12942271880819367,0.4059590316573557,0.0,0.19366852886405958,0.2709497206703911,0.0
fusiform-lh,0.016885553470919325,0.20637898686679174,0.0,0.0,0.776735459662289,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.012533572068039392,0.21038495971351837,0.20590868397493287,0.0,0.39033124440465533,0.18084153983885407,0.0
rostralanteriorcingulate-rh,0.04307974335472044,0.007332722273143905,0.09807516040329972,0.26306141154903756,0.0,0.16498625114573787,0.4234647112740605,0.0
transversetemporal-rh,0.11510791366906475,0.12589928057553956,0.0,0.0,0.0,0.0,0.0,0.7589928057553957
