,Fp1,C4,T8,Fp2,AF7,AFz,FT8,AF8
Fp1,0.248,0.0,0.092,0.24,0.172,0.248,0.0,0.0
C4,0.007142857142857143,0.35,0.0,0.007142857142857143,0.0,0.007142857142857143,0.35714285714285715,0.2714285714285714
T8,0.2037037037037037,0.0,0.19444444444444445,0.2037037037037037,0.19444444444444445,0.2037037037037037,0.0,0.0
Fp2,0.248,0.0,0.092,0.24,0.172,0.248,0.0,0.0
AF7,0.2268041237113402,0.0,0.11855670103092783,0.22164948453608246,0.20618556701030927,0.2268041237113402,0.0,0.0
AFz,0.248,0.0,0.092,0.24,0.172,0.248,0.0,0.0
FT8,0.007042253521126761,0.352112676056338,0.0,0.007042253521126761,0.0,0.007042253521126761,0.3591549295774648,0.2676056338028169
AF8,0.008547008547008548,0.3333333333333333,0.0,0.008547008547008548,0.0,0.008547008547008548,0.3333333333333333,0.3076923076923077
