,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.028730305838739572,0.0009267840593141798,0.0027803521779425394,0.023169601482854494,0.028730305838739572,0.0,0.004633920296570899,0.030583873957367932,0.004633920296570899,0.029657089898053754,0.029657089898053754,0.027803521779425393,0.025023169601482854,0.028730305838739572,0.028730305838739572,0.027803521779425393,0.016682113067655237,0.0,0.030583873957367932,0.004633920296570899,0.029657089898053754,0.004633920296570899,0.0037071362372567192,0.017608897126969416,0.028730305838739572,0.0037071362372567192,0.017608897126969416,0.0037071362372567192,0.030583873957367932,0.014828544949026877,0.0037071362372567192,0.029657089898053754,0.030583873957367932,0.013901760889712697,0.030583873957367932,0.0027803521779425394,0.021316033364226137,0.015755329008341055,0.029657089898053754,0.0018535681186283596,0.0009267840593141798,0.0037071362372567192,0.004633920296570899,0.018535681186283594,0.004633920296570899,0.030583873957367932,0.014828544949026877,0.012048192771084338,0.0009267840593141798,0.004633920296570899,0.029657089898053754,0.021316033364226137,0.025023169601482854,0.004633920296570899,0.026876737720111215,0.0018535681186283596,0.004633920296570899,0.0027803521779425394,0.021316033364226137,0.030583873957367932,0.027803521779425393
Fz,0.017391304347826087,0.008695652173913044,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.0,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.0,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.008695652173913044,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.008695652173913044,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.017391304347826087
F3,0.01818181818181818,0.004545454545454545,0.013636363636363636,0.01818181818181818,0.01818181818181818,0.0,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.0,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.013636363636363636,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.00909090909090909,0.004545454545454545,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.004545454545454545,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.00909090909090909,0.01818181818181818,0.013636363636363636,0.01818181818181818,0.01818181818181818,0.01818181818181818
F7,0.027426160337552744,0.0010548523206751054,0.0031645569620253164,0.02531645569620253,0.027426160337552744,0.0,0.005274261603375527,0.027426160337552744,0.005274261603375527,0.027426160337552744,0.027426160337552744,0.027426160337552744,0.026371308016877638,0.027426160337552744,0.027426160337552744,0.027426160337552744,0.0189873417721519,0.0,0.027426160337552744,0.005274261603375527,0.027426160337552744,0.005274261603375527,0.004219409282700422,0.020042194092827006,0.027426160337552744,0.004219409282700422,0.020042194092827006,0.004219409282700422,0.027426160337552744,0.016877637130801686,0.004219409282700422,0.027426160337552744,0.027426160337552744,0.015822784810126583,0.027426160337552744,0.0031645569620253164,0.024261603375527425,0.017932489451476793,0.027426160337552744,0.002109704641350211,0.0010548523206751054,0.004219409282700422,0.005274261603375527,0.02109704641350211,0.005274261603375527,0.027426160337552744,0.016877637130801686,0.013713080168776372,0.0010548523206751054,0.005274261603375527,0.027426160337552744,0.024261603375527425,0.026371308016877638,0.005274261603375527,0.026371308016877638,0.002109704641350211,0.005274261603375527,0.0031645569620253164,0.024261603375527425,0.027426160337552744,0.027426160337552744
FT9,0.028730305838739572,0.0009267840593141798,0.0027803521779425394,0.023169601482854494,0.028730305838739572,0.0,0.004633920296570899,0.030583873957367932,0.004633920296570899,0.029657089898053754,0.029657089898053754,0.027803521779425393,0.025023169601482854,0.028730305838739572,0.028730305838739572,0.027803521779425393,0.016682113067655237,0.0,0.030583873957367932,0.004633920296570899,0.029657089898053754,0.004633920296570899,0.0037071362372567192,0.017608897126969416,0.028730305838739572,0.0037071362372567192,0.017608897126969416,0.0037071362372567192,0.030583873957367932,0.014828544949026877,0.0037071362372567192,0.029657089898053754,0.030583873957367932,0.013901760889712697,0.030583873957367932,0.0027803521779425394,0.021316033364226137,0.015755329008341055,0.029657089898053754,0.0018535681186283596,0.0009267840593141798,0.0037071362372567192,0.004633920296570899,0.018535681186283594,0.004633920296570899,0.030583873957367932,0.014828544949026877,0.012048192771084338,0.0009267840593141798,0.004633920296570899,0.029657089898053754,0.021316033364226137,0.025023169601482854,0.004633920296570899,0.026876737720111215,0.0018535681186283596,0.004633920296570899,0.0027803521779425394,0.021316033364226137,0.030583873957367932,0.027803521779425393
FC5,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288
FC1,0.019867549668874173,0.0033112582781456954,0.009933774834437087,0.019867549668874173,0.019867549668874173,0.0,0.016556291390728478,0.019867549668874173,0.016556291390728478,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.0,0.019867549668874173,0.016556291390728478,0.019867549668874173,0.016556291390728478,0.013245033112582781,0.019867549668874173,0.019867549668874173,0.013245033112582781,0.019867549668874173,0.013245033112582781,0.019867549668874173,0.019867549668874173,0.013245033112582781,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.009933774834437087,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.006622516556291391,0.0033112582781456954,0.013245033112582781,0.016556291390728478,0.019867549668874173,0.016556291390728478,0.019867549668874173,0.019867549668874173,0.016556291390728478,0.0033112582781456954,0.016556291390728478,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.016556291390728478,0.019867549668874173,0.006622516556291391,0.016556291390728478,0.009933774834437087,0.019867549668874173,0.019867549668874173,0.019867549668874173
C3,0.027420736932305057,0.000856898029134533,0.002570694087403599,0.021422450728363324,0.027420736932305057,0.0,0.004284490145672665,0.03513281919451585,0.004284490145672665,0.031705227077977724,0.031705227077977724,0.02570694087403599,0.02313624678663239,0.027420736932305057,0.027420736932305057,0.02570694087403599,0.015424164524421594,0.0,0.03513281919451585,0.004284490145672665,0.032562125107112254,0.004284490145672665,0.003427592116538132,0.016281062553556127,0.027420736932305057,0.003427592116538132,0.016281062553556127,0.003427592116538132,0.03513281919451585,0.013710368466152529,0.003427592116538132,0.028277634961439587,0.03684661525278492,0.012853470437017995,0.03513281919451585,0.002570694087403599,0.01970865467009426,0.01456726649528706,0.029991431019708654,0.001713796058269066,0.000856898029134533,0.003427592116538132,0.004284490145672665,0.01713796058269066,0.004284490145672665,0.03598971722365039,0.013710368466152529,0.011139674378748929,0.000856898029134533,0.004284490145672665,0.031705227077977724,0.01970865467009426,0.02313624678663239,0.004284490145672665,0.024850042844901457,0.001713796058269066,0.004284490145672665,0.002570694087403599,0.01970865467009426,0.03427592116538132,0.02570694087403599
T7,0.019867549668874173,0.0033112582781456954,0.009933774834437087,0.019867549668874173,0.019867549668874173,0.0,0.016556291390728478,0.019867549668874173,0.016556291390728478,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.0,0.019867549668874173,0.016556291390728478,0.019867549668874173,0.016556291390728478,0.013245033112582781,0.019867549668874173,0.019867549668874173,0.013245033112582781,0.019867549668874173,0.013245033112582781,0.019867549668874173,0.019867549668874173,0.013245033112582781,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.009933774834437087,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.006622516556291391,0.0033112582781456954,0.013245033112582781,0.016556291390728478,0.019867549668874173,0.016556291390728478,0.019867549668874173,0.019867549668874173,0.016556291390728478,0.0033112582781456954,0.016556291390728478,0.019867549668874173,0.019867549668874173,0.019867549668874173,0.016556291390728478,0.019867549668874173,0.006622516556291391,0.016556291390728478,0.009933774834437087,0.019867549668874173,0.019867549668874173,0.019867549668874173
TP9,0.028094820017559263,0.000877963125548727,0.0026338893766461808,0.021949078138718173,0.028094820017559263,0.0,0.004389815627743635,0.033362598770851626,0.004389815627743635,0.03160667251975417,0.03160667251975417,0.02633889376646181,0.02370500438981563,0.028094820017559263,0.028094820017559263,0.02633889376646181,0.015803336259877086,0.0,0.033362598770851626,0.004389815627743635,0.03160667251975417,0.004389815627743635,0.003511852502194908,0.016681299385425813,0.028094820017559263,0.003511852502194908,0.016681299385425813,0.003511852502194908,0.033362598770851626,0.014047410008779631,0.003511852502194908,0.02897278314310799,0.033362598770851626,0.013169446883230905,0.033362598770851626,0.0026338893766461808,0.02019315188762072,0.014925373134328358,0.030728709394205442,0.001755926251097454,0.000877963125548727,0.003511852502194908,0.004389815627743635,0.01755926251097454,0.004389815627743635,0.033362598770851626,0.014047410008779631,0.01141352063213345,0.000877963125548727,0.004389815627743635,0.03160667251975417,0.02019315188762072,0.02370500438981563,0.004389815627743635,0.025460930640913083,0.001755926251097454,0.004389815627743635,0.0026338893766461808,0.02019315188762072,0.033362598770851626,0.02633889376646181
