,F7,TP9,Pz,CP6,F8,Fp2,AF7,AF3
F7,0.65,0.1,0.0,0.15,0.0,0.0,0.0,0.1
TP9,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.2
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.36363636363636365,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182
F8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.2
