,Fp1,FC5,FT10,FC6,Fp2,AF7,AF3,AFz
Fp1,0.30434782608695654,0.0,0.391304347826087,0.0,0.17391304347826086,0.0,0.0,0.13043478260869565
FC5,0.0,0.4423076923076923,0.0,0.4423076923076923,0.0,0.0,0.11538461538461539,0.0
FT10,0.17777777777777778,0.0,0.6666666666666666,0.0,0.08888888888888889,0.0,0.0,0.06666666666666667
FC6,0.0,0.4423076923076923,0.0,0.4423076923076923,0.0,0.0,0.11538461538461539,0.0
Fp2,0.25,0.0,0.3125,0.0,0.25,0.0,0.0,0.1875
AF7,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25
AF3,0.0,0.35294117647058826,0.0,0.35294117647058826,0.0,0.0,0.29411764705882354,0.0
AFz,0.26666666666666666,0.0,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.2
