,P3,Oz,O2,CP3,P1,P5,PO3,PO4
P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.24358974358974358,0.25,0.25,0.2564102564102564,0.0
P1,0.0,0.0,0.0,0.24203821656050956,0.2484076433121019,0.2484076433121019,0.2611464968152866,0.0
P5,0.0,0.0,0.0,0.24203821656050956,0.2484076433121019,0.2484076433121019,0.2611464968152866,0.0
PO3,0.0,0.0,0.0,0.2422360248447205,0.2484472049689441,0.2484472049689441,0.2608695652173913,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
