,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.5555555555555556,0.0,0.0,0.0,0.32222222222222224,0.12222222222222222,0.0,0.0
inferiorparietal-rh,0.0,0.5161290322580645,0.0,0.0,0.0,0.0,0.4838709677419355,0.0
parsopercularis-lh,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0
postcentral-lh,0.20134228187919462,0.0,0.0,0.0,0.38926174496644295,0.2348993288590604,0.0,0.174496644295302
superiorparietal-lh,0.07453416149068323,0.0,0.0,0.0,0.2236024844720497,0.42857142857142855,0.0,0.2732919254658385
superiortemporal-rh,0.0,0.43333333333333335,0.0,0.0,0.0,0.0,0.5666666666666667,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.19205298013245034,0.2913907284768212,0.0,0.5165562913907285
