,Fp1,TP9,F8,Fp2,AF7,F6,AF8,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.4972677595628415,0.0,0.0,0.0,0.0,0.5027322404371585,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.35797665369649806,0.0,0.0,0.0,0.0,0.642023346303502,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
