,Fp1,FT9,P3,F8,Fp2,AF7,AF3,AF8
Fp1,0.5202312138728323,0.0,0.0,0.0,0.4797687861271676,0.0,0.0,0.0
FT9,0.0,0.9954545454545455,0.0,0.0,0.004545454545454545,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.7486338797814208,0.0,0.0,0.25136612021857924,0.0
Fp2,0.5014925373134328,0.0,0.0,0.0,0.49850746268656715,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
