,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.35365853658536583,0.0975609756097561,0.23170731707317074,0.08536585365853659,0.0,0.0,0.0,0.23170731707317074
inferiorparietal-rh,0.2777777777777778,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.0,0.0,0.027777777777777776,0.19444444444444445
postcentral-rh,0.27848101265822783,0.06329113924050633,0.31645569620253167,0.11392405063291139,0.0,0.0,0.0,0.22784810126582278
rostralmiddlefrontal-rh,0.171875,0.046875,0.1875,0.296875,0.0,0.0,0.109375,0.1875
superiorparietal-lh,0.0,0.0,0.0,0.0,0.38461538461538464,0.38461538461538464,0.0,0.23076923076923078
superiorparietal-rh,0.0,0.0,0.0,0.0,0.24,0.64,0.0,0.12
superiortemporal-rh,0.0,0.0625,0.0,0.5,0.0,0.0,0.4375,0.0
supramarginal-rh,0.23529411764705882,0.07058823529411765,0.2235294117647059,0.11764705882352941,0.023529411764705882,0.023529411764705882,0.0,0.3058823529411765
