,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.14358974358974358,0.11025641025641025,0.06153846153846154,0.13333333333333333,0.14358974358974358,0.14358974358974358,0.13076923076923078,0.13333333333333333
inferiorparietal-rh,0.13213213213213212,0.15315315315315314,0.07207207207207207,0.11711711711711711,0.15315315315315314,0.14114114114114115,0.11411411411411411,0.11711711711711711
parsopercularis-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parstriangularis-rh,0.13858695652173914,0.10326086956521739,0.06521739130434782,0.13858695652173914,0.13858695652173914,0.13858695652173914,0.13858695652173914,0.13858695652173914
rostralmiddlefrontal-lh,0.1393643031784841,0.12224938875305623,0.05867970660146699,0.1271393643031785,0.15403422982885084,0.1466992665036675,0.12469437652811736,0.1271393643031785
rostralmiddlefrontal-rh,0.1425,0.115,0.06,0.13,0.1475,0.1475,0.1275,0.13
superiortemporal-lh,0.13850415512465375,0.10249307479224377,0.0664819944598338,0.13850415512465375,0.13850415512465375,0.13850415512465375,0.13850415512465375,0.13850415512465375
superiortemporal-rh,0.13858695652173914,0.10326086956521739,0.06521739130434782,0.13858695652173914,0.13858695652173914,0.13858695652173914,0.13858695652173914,0.13858695652173914
