,Fp1,FT9,TP10,FT10,Fp2,AF3,POz,AF8
Fp1,0.328,0.0,0.0,0.0,0.0,0.336,0.0,0.336
FT9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.2625,0.0,0.0,0.0,0.0,0.38125,0.0,0.35625
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.2709677419354839,0.0,0.0,0.0,0.0,0.36774193548387096,0.0,0.36129032258064514
