,Fp1,FT9,TP10,FT10,Fp2,AF3,POz,AF8
Fp1,0.34965034965034963,0.0,0.2937062937062937,0.0,0.35664335664335667,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.336,0.0,0.328,0.0,0.336,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.7555555555555555,0.0,0.0,0.0,0.24444444444444444
Fp2,0.31875,0.0,0.2625,0.0,0.41875,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.47619047619047616
