,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.16025137470542028,0.0,0.0,0.1539670070699136,0.0,0.018067556952081697,0.0,0.0,0.07227022780832679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02513747054202671,0.16182246661429694,0.0,0.1453260015710919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16182246661429694,0.0,0.0,0.0,0.0,0.0,0.0,0.10133542812254517,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.19797421731123388,0.0,0.0,0.18968692449355432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026703499079189688,0.0,0.06629834254143646,0.0,0.0,0.029465930018416207,0.0,0.19705340699815838,0.034990791896869246,0.0,0.0,0.0,0.10405156537753223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04143646408839779,0.0,0.02117863720073665,0.03222836095764273,0.026703499079189688,0.0,0.03222836095764273,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11419423692636073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07470651013874066,0.1152614727854856,0.0,0.0,0.0,0.1152614727854856,0.0,0.0,0.0,0.023479188900747065,0.0,0.0,0.02454642475987193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1152614727854856,0.07150480256136606,0.1152614727854856,0.0,0.1152614727854856,0.0,0.1152614727854856,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.07732164208848147,0.0,0.0,0.17297728178557195,0.0,0.03706656038262256,0.0,0.0,0.03587086488640893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016739736946990835,0.0,0.0,0.07493025109605421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04942208051016341,0.0,0.0,0.0,0.008369868473495417,0.09844559585492228,0.0,0.06974890394579514,0.0,0.0,0.0,0.0,0.01514547628537266,0.0,0.0,0.0,0.141490633718613,0.0,0.0,0.0,0.0,0.06416899163013152,0.0,0.13830211239537665,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.14101694915254237,0.0,0.0,0.23254237288135593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031864406779661014,0.0,0.07050847457627119,0.0,0.0,0.05559322033898305,0.0,0.13898305084745763,0.01966101694915254,0.0,0.05152542372881356,0.0,0.07050847457627119,0.0,0.0,0.01966101694915254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02440677966101695,0.0,0.009491525423728813,0.06847457627118644,0.013559322033898305,0.03457627118644068,0.017627118644067796,0.0
