,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.01,0.21,0.06,0.18,0.23,0.17,0.0,0.14
parsopercularis-lh,0.0,0.07894736842105263,0.4473684210526316,0.0,0.17105263157894737,0.0,0.3026315789473684,0.0
postcentral-rh,0.011764705882352941,0.18823529411764706,0.0,0.2235294117647059,0.2,0.21176470588235294,0.0,0.16470588235294117
superiorfrontal-rh,0.0,0.19008264462809918,0.10743801652892562,0.1487603305785124,0.2727272727272727,0.1652892561983471,0.0,0.11570247933884298
superiorparietal-rh,0.01098901098901099,0.18681318681318682,0.0,0.2087912087912088,0.2087912087912088,0.23076923076923078,0.0,0.15384615384615385
superiortemporal-rh,0.018518518518518517,0.0,0.42592592592592593,0.018518518518518517,0.0,0.0,0.5370370370370371,0.0
supramarginal-rh,0.014084507042253521,0.19718309859154928,0.0,0.2112676056338028,0.19718309859154928,0.19718309859154928,0.0,0.18309859154929578
