,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.265625,0.0,0.0,0.28125,0.0,0.265625,0.0,0.1875
parsopercularis-lh,0.0,0.5833333333333334,0.0,0.0,0.23333333333333334,0.0,0.18333333333333332,0.0
parstriangularis-rh,0.0,0.0,0.7321428571428571,0.0,0.26785714285714285,0.0,0.0,0.0
postcentral-lh,0.26153846153846155,0.0,0.0,0.2923076923076923,0.0,0.26153846153846155,0.0,0.18461538461538463
superiorfrontal-lh,0.0,0.1686746987951807,0.20481927710843373,0.0,0.6265060240963856,0.0,0.0,0.0
superiorparietal-lh,0.265625,0.0,0.0,0.28125,0.0,0.265625,0.0,0.1875
superiortemporal-rh,0.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.5769230769230769,0.0
supramarginal-lh,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25
