,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.5238095238095238,0.0,0.0,0.0,0.4642857142857143,0.011904761904761904,0.0,0.0
parsopercularis-lh,0.0,0.37209302325581395,0.10465116279069768,0.08139534883720931,0.0,0.11627906976744186,0.08139534883720931,0.2441860465116279
parstriangularis-rh,0.0,0.18181818181818182,0.3090909090909091,0.16363636363636364,0.0,0.0,0.0,0.34545454545454546
precentral-rh,0.0,0.0594059405940594,0.07920792079207921,0.33663366336633666,0.0,0.18811881188118812,0.10891089108910891,0.22772277227722773
rostralmiddlefrontal-rh,0.4936708860759494,0.0,0.0,0.0,0.4936708860759494,0.012658227848101266,0.0,0.0
superiorfrontal-lh,0.021052631578947368,0.08421052631578947,0.0,0.18947368421052632,0.021052631578947368,0.47368421052631576,0.11578947368421053,0.09473684210526316
superiorparietal-rh,0.0,0.10526315789473684,0.0,0.21052631578947367,0.0,0.21052631578947367,0.3157894736842105,0.15789473684210525
superiortemporal-rh,0.0,0.14285714285714285,0.11564625850340136,0.17006802721088435,0.0,0.06802721088435375,0.07482993197278912,0.42857142857142855
