,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.4864864864864865,0.0,0.0,0.0,0.0,0.0,0.5135135135135135,0.0
postcentral-rh,0.0,0.427536231884058,0.08695652173913043,0.08695652173913043,0.13768115942028986,0.15217391304347827,0.0,0.10869565217391304
rostralmiddlefrontal-lh,0.0,0.1188118811881188,0.42574257425742573,0.22772277227722773,0.22772277227722773,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.19672131147540983,0.3770491803278688,0.36065573770491804,0.06557377049180328,0.0,0.0,0.0
superiortemporal-lh,0.0,0.14285714285714285,0.17293233082706766,0.03007518796992481,0.42105263157894735,0.10526315789473684,0.0,0.12781954887218044
superiortemporal-rh,0.0,0.26436781609195403,0.0,0.0,0.1839080459770115,0.3103448275862069,0.0,0.2413793103448276
supramarginal-lh,0.3275862068965517,0.0,0.0,0.0,0.0,0.0,0.6724137931034483,0.0
supramarginal-rh,0.0,0.16853932584269662,0.0,0.0,0.19101123595505617,0.23595505617977527,0.0,0.4044943820224719
