,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,F2,FCz
Fp1,0.08181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272727272727272,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.01818181818181818,0.0,0.09090909090909091,0.0,0.0,0.0
Fz,0.0,0.048672566371681415,0.046460176991150445,0.0,0.03761061946902655,0.05088495575221239,0.05088495575221239,0.0,0.01327433628318584,0.048672566371681415,0.033185840707964605,0.0,0.0,0.0420353982300885,0.05088495575221239,0.0,0.0,0.0,0.0,0.0,0.0,0.05088495575221239,0.048672566371681415,0.0,0.0,0.0420353982300885,0.04424778761061947,0.03761061946902655,0.03761061946902655,0.0,0.030973451327433628,0.0,0.0,0.05088495575221239,0.0,0.03982300884955752,0.0,0.035398230088495575,0.0,0.011061946902654867,0.0,0.028761061946902654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015486725663716814,0.0,0.0,0.0,0.011061946902654867,0.017699115044247787,0.0,0.008849557522123894,0.046460176991150445,0.01991150442477876
F3,0.0,0.05133928571428571,0.049107142857142856,0.0,0.04017857142857143,0.05133928571428571,0.05133928571428571,0.0,0.011160714285714286,0.046875,0.03125,0.0,0.0,0.04017857142857143,0.05133928571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.05133928571428571,0.05133928571428571,0.0,0.0,0.04017857142857143,0.044642857142857144,0.03571428571428571,0.03571428571428571,0.0,0.029017857142857144,0.0,0.0,0.049107142857142856,0.0,0.03794642857142857,0.0,0.033482142857142856,0.0,0.013392857142857142,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013392857142857142,0.0,0.0,0.0,0.013392857142857142,0.020089285714285716,0.002232142857142857,0.006696428571428571,0.044642857142857144,0.022321428571428572
F7,0.057692307692307696,0.0,0.0,0.09615384615384616,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08974358974358974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.07051282051282051,0.08974358974358974,0.0,0.07051282051282051,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.08974358974358974,0.0,0.08333333333333333,0.05128205128205128,0.01282051282051282,0.10256410256410256,0.0,0.0,0.019230769230769232
FT9,0.0,0.04834605597964377,0.05089058524173028,0.0,0.05343511450381679,0.05597964376590331,0.05343511450381679,0.0,0.002544529262086514,0.043256997455470736,0.02544529262086514,0.0,0.0,0.035623409669211195,0.05343511450381679,0.0,0.0,0.0,0.0,0.0,0.0,0.04834605597964377,0.05343511450381679,0.0,0.0,0.035623409669211195,0.04580152671755725,0.030534351145038167,0.030534351145038167,0.0,0.022900763358778626,0.0,0.0,0.04580152671755725,0.0,0.03307888040712468,0.0,0.027989821882951654,0.0,0.022900763358778626,0.0,0.03816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005089058524173028,0.0,0.0,0.0,0.022900763358778626,0.030534351145038167,0.010178117048346057,0.0,0.04071246819338423,0.03307888040712468
FC5,0.0,0.04423076923076923,0.04423076923076923,0.0,0.038461538461538464,0.051923076923076926,0.05,0.0,0.015384615384615385,0.046153846153846156,0.032692307692307694,0.0,0.0,0.04038461538461539,0.051923076923076926,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04807692307692308,0.0,0.0,0.04038461538461539,0.038461538461538464,0.03653846153846154,0.03653846153846154,0.0,0.03076923076923077,0.0,0.0,0.04807692307692308,0.0,0.038461538461538464,0.0,0.03461538461538462,0.0,0.015384615384615385,0.0,0.028846153846153848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01730769230769231,0.0,0.0,0.0,0.015384615384615385,0.021153846153846155,0.0057692307692307696,0.011538461538461539,0.04423076923076923,0.023076923076923078
FC1,0.0,0.046464646464646465,0.046464646464646465,0.0,0.03838383838383838,0.052525252525252523,0.050505050505050504,0.0,0.014141414141414142,0.046464646464646465,0.03232323232323232,0.0,0.0,0.04040404040404041,0.052525252525252523,0.0,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.048484848484848485,0.0,0.0,0.04040404040404041,0.04040404040404041,0.03636363636363636,0.03636363636363636,0.0,0.030303030303030304,0.0,0.0,0.048484848484848485,0.0,0.03838383838383838,0.0,0.03434343434343434,0.0,0.014141414141414142,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01616161616161616,0.0,0.0,0.0,0.014141414141414142,0.020202020202020204,0.00404040404040404,0.010101010101010102,0.044444444444444446,0.022222222222222223
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.024844720496894408,0.018633540372670808,0.0,0.0,0.037267080745341616,0.031055900621118012,0.0,0.049689440993788817,0.055900621118012424,0.055900621118012424,0.0,0.0,0.055900621118012424,0.037267080745341616,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.024844720496894408,0.0,0.0,0.055900621118012424,0.012422360248447204,0.055900621118012424,0.055900621118012424,0.0,0.055900621118012424,0.0,0.0,0.055900621118012424,0.0,0.055900621118012424,0.0,0.055900621118012424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055900621118012424,0.0,0.0,0.0,0.0,0.0,0.0,0.049689440993788817,0.055900621118012424,0.0
TP9,0.0,0.03968253968253968,0.037698412698412696,0.0,0.02976190476190476,0.04365079365079365,0.041666666666666664,0.0,0.017857142857142856,0.051587301587301584,0.041666666666666664,0.0,0.0,0.0496031746031746,0.04365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.04563492063492063,0.03968253968253968,0.0,0.0,0.0496031746031746,0.03571428571428571,0.04563492063492063,0.04563492063492063,0.0,0.03968253968253968,0.0,0.0,0.05357142857142857,0.0,0.047619047619047616,0.0,0.04365079365079365,0.0,0.005952380952380952,0.0,0.021825396825396824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.005952380952380952,0.011904761904761904,0.0,0.01984126984126984,0.05357142857142857,0.013888888888888888
