,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,F2,FCz
Fp1,0.0707070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08080808080808081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08080808080808081,0.0,0.0,0.08080808080808081,0.0,0.0,0.0,0.0,0.08080808080808081,0.06060606060606061,0.08080808080808081,0.0,0.0,0.08080808080808081,0.0,0.08080808080808081,0.0,0.06060606060606061,0.0,0.08080808080808081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08080808080808081,0.0,0.08080808080808081,0.0,0.0
Fz,0.0,0.031180400890868598,0.0334075723830735,0.028953229398663696,0.015590200445434299,0.017817371937639197,0.0334075723830735,0.0200445434298441,0.031180400890868598,0.017817371937639197,0.0,0.0334075723830735,0.0,0.024498886414253896,0.0200445434298441,0.026726057906458798,0.026726057906458798,0.013363028953229399,0.028953229398663696,0.028953229398663696,0.0066815144766146995,0.0,0.017817371937639197,0.0334075723830735,0.0022271714922048997,0.022271714922048998,0.0200445434298441,0.026726057906458798,0.0,0.0,0.0,0.0,0.0,0.028953229398663696,0.0,0.0334075723830735,0.0,0.024498886414253896,0.004454342984409799,0.0,0.0,0.0200445434298441,0.008908685968819599,0.011135857461024499,0.0,0.0334075723830735,0.026726057906458798,0.011135857461024499,0.0,0.013363028953229399,0.017817371937639197,0.026726057906458798,0.0200445434298441,0.024498886414253896,0.028953229398663696,0.011135857461024499,0.0200445434298441,0.0,0.017817371937639197,0.0,0.028953229398663696,0.026726057906458798
F3,0.0,0.02348993288590604,0.04697986577181208,0.03859060402684564,0.018456375838926176,0.013422818791946308,0.03691275167785235,0.02181208053691275,0.04194630872483222,0.020134228187919462,0.0,0.030201342281879196,0.0,0.025167785234899327,0.015100671140939598,0.026845637583892617,0.02348993288590604,0.010067114093959731,0.025167785234899327,0.030201342281879196,0.01174496644295302,0.0,0.013422818791946308,0.04530201342281879,0.008389261744966443,0.020134228187919462,0.02181208053691275,0.03691275167785235,0.0,0.0,0.0,0.0,0.0,0.02181208053691275,0.0,0.025167785234899327,0.0,0.028523489932885907,0.010067114093959731,0.0,0.0,0.018456375838926176,0.006711409395973154,0.008389261744966443,0.0,0.031879194630872486,0.020134228187919462,0.015100671140939598,0.0,0.010067114093959731,0.020134228187919462,0.020134228187919462,0.015100671140939598,0.025167785234899327,0.031879194630872486,0.008389261744966443,0.015100671140939598,0.006711409395973154,0.013422818791946308,0.0,0.02181208053691275,0.020134228187919462
F7,0.0,0.02157164869029276,0.03852080123266564,0.05238828967642527,0.009244992295839754,0.012326656394453005,0.040061633281972264,0.012326656394453005,0.05546995377503852,0.01078582434514638,0.0,0.02157164869029276,0.0,0.040061633281972264,0.01386748844375963,0.03697996918335902,0.029275808936825885,0.009244992295839754,0.029275808936825885,0.03697996918335902,0.0030816640986132513,0.0,0.012326656394453005,0.05084745762711865,0.0,0.03543913713405239,0.012326656394453005,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.020030816640986132,0.0,0.02157164869029276,0.0,0.04314329738058552,0.0015408320493066256,0.0,0.0,0.03389830508474576,0.0061633281972265025,0.007704160246533128,0.0,0.02157164869029276,0.01848998459167951,0.0061633281972265025,0.0,0.009244992295839754,0.01078582434514638,0.023112480739599383,0.01386748844375963,0.015408320493066256,0.040061633281972264,0.007704160246533128,0.01386748844375963,0.0,0.012326656394453005,0.0,0.020030816640986132,0.01848998459167951
FT9,0.0,0.014970059880239521,0.02694610778443114,0.011976047904191617,0.06287425149700598,0.0,0.017964071856287425,0.04790419161676647,0.014970059880239521,0.04491017964071856,0.03293413173652695,0.02694610778443114,0.0,0.005988023952095809,0.0,0.008982035928143712,0.008982035928143712,0.0,0.011976047904191617,0.011976047904191617,0.05389221556886228,0.0,0.008982035928143712,0.020958083832335328,0.05089820359281437,0.0029940119760479044,0.05089820359281437,0.008982035928143712,0.0,0.029940119760479042,0.005988023952095809,0.005988023952095809,0.0,0.011976047904191617,0.0,0.017964071856287425,0.02694610778443114,0.005988023952095809,0.05389221556886228,0.0,0.02694610778443114,0.0,0.0,0.0,0.0,0.03293413173652695,0.008982035928143712,0.038922155688622756,0.0,0.0,0.05389221556886228,0.008982035928143712,0.0,0.038922155688622756,0.011976047904191617,0.0,0.0,0.04790419161676647,0.0,0.0029940119760479044,0.011976047904191617,0.008982035928143712
FC5,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0032679738562091504,0.026143790849673203,0.029411764705882353,0.00980392156862745,0.029411764705882353,0.006535947712418301,0.0,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0196078431372549,0.029411764705882353,0.029411764705882353,0.0,0.0,0.016339869281045753,0.029411764705882353,0.0,0.029411764705882353,0.00980392156862745,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.013071895424836602,0.016339869281045753,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0196078431372549,0.006535947712418301,0.029411764705882353,0.029411764705882353,0.016339869281045753,0.029411764705882353,0.016339869281045753,0.029411764705882353,0.0,0.026143790849673203,0.0,0.029411764705882353,0.029411764705882353
FC1,0.0,0.023178807947019868,0.041390728476821195,0.041390728476821195,0.013245033112582781,0.013245033112582781,0.04304635761589404,0.016556291390728478,0.04304635761589404,0.014900662251655629,0.0,0.026490066225165563,0.0,0.03145695364238411,0.014900662251655629,0.033112582781456956,0.029801324503311258,0.009933774834437087,0.03145695364238411,0.03642384105960265,0.006622516556291391,0.0,0.013245033112582781,0.046357615894039736,0.0033112582781456954,0.026490066225165563,0.016556291390728478,0.039735099337748346,0.0,0.0,0.0,0.0,0.0,0.02152317880794702,0.0,0.024834437086092714,0.0,0.0347682119205298,0.004966887417218543,0.0,0.0,0.024834437086092714,0.006622516556291391,0.008278145695364239,0.0,0.026490066225165563,0.019867549668874173,0.009933774834437087,0.0,0.009933774834437087,0.014900662251655629,0.024834437086092714,0.014900662251655629,0.019867549668874173,0.0380794701986755,0.008278145695364239,0.014900662251655629,0.0016556291390728477,0.013245033112582781,0.0,0.02152317880794702,0.019867549668874173
C3,0.0,0.01977401129943503,0.031073446327683617,0.01694915254237288,0.05084745762711865,0.002824858757062147,0.022598870056497175,0.05084745762711865,0.01977401129943503,0.0480225988700565,0.01694915254237288,0.031073446327683617,0.0,0.011299435028248588,0.005649717514124294,0.014124293785310734,0.014124293785310734,0.0,0.01694915254237288,0.01694915254237288,0.03954802259887006,0.0,0.014124293785310734,0.025423728813559324,0.03389830508474576,0.00847457627118644,0.05367231638418079,0.014124293785310734,0.0,0.014124293785310734,0.0,0.0,0.0,0.01694915254237288,0.0,0.022598870056497175,0.011299435028248588,0.011299435028248588,0.03672316384180791,0.0,0.011299435028248588,0.005649717514124294,0.0,0.0,0.0,0.03672316384180791,0.014124293785310734,0.03672316384180791,0.0,0.0,0.05367231638418079,0.014124293785310734,0.005649717514124294,0.0423728813559322,0.01694915254237288,0.0,0.005649717514124294,0.031073446327683617,0.002824858757062147,0.0,0.01694915254237288,0.014124293785310734
T7,0.0,0.02074074074074074,0.03851851851851852,0.05185185185185185,0.01037037037037037,0.011851851851851851,0.04,0.013333333333333334,0.057777777777777775,0.011851851851851851,0.0,0.022222222222222223,0.0,0.04,0.013333333333333334,0.035555555555555556,0.028148148148148148,0.008888888888888889,0.028148148148148148,0.035555555555555556,0.0044444444444444444,0.0,0.011851851851851851,0.05185185185185185,0.0014814814814814814,0.035555555555555556,0.013333333333333334,0.05037037037037037,0.0,0.0,0.0,0.0,0.0,0.01925925925925926,0.0,0.022222222222222223,0.0,0.04296296296296296,0.002962962962962963,0.0,0.0,0.034074074074074076,0.005925925925925926,0.007407407407407408,0.0,0.022222222222222223,0.017777777777777778,0.007407407407407408,0.0,0.008888888888888889,0.011851851851851851,0.022222222222222223,0.013333333333333334,0.016296296296296295,0.03851851851851852,0.007407407407407408,0.013333333333333334,0.0,0.011851851851851851,0.0,0.01925925925925926,0.017777777777777778
TP9,0.0,0.01948051948051948,0.032467532467532464,0.016233766233766232,0.05519480519480519,0.0,0.022727272727272728,0.05519480519480519,0.01948051948051948,0.05194805194805195,0.016233766233766232,0.032467532467532464,0.0,0.00974025974025974,0.003246753246753247,0.012987012987012988,0.012987012987012988,0.0,0.016233766233766232,0.016233766233766232,0.04220779220779221,0.0,0.012987012987012988,0.025974025974025976,0.03571428571428571,0.006493506493506494,0.05519480519480519,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,0.0,0.016233766233766232,0.0,0.022727272727272728,0.00974025974025974,0.00974025974025974,0.03896103896103896,0.0,0.00974025974025974,0.003246753246753247,0.0,0.0,0.0,0.03896103896103896,0.012987012987012988,0.04220779220779221,0.0,0.0,0.05519480519480519,0.012987012987012988,0.003246753246753247,0.045454545454545456,0.016233766233766232,0.0,0.003246753246753247,0.032467532467532464,0.0,0.0,0.016233766233766232,0.012987012987012988
