,parsopercularis-lh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.14195583596214512,0.12302839116719243,0.12302839116719243,0.12302839116719243,0.11987381703470032,0.12302839116719243,0.12302839116719243,0.12302839116719243
postcentral-lh,0.09367088607594937,0.13164556962025317,0.1341772151898734,0.1291139240506329,0.1291139240506329,0.12658227848101267,0.1240506329113924,0.13164556962025317
rostralmiddlefrontal-lh,0.09405940594059406,0.1311881188118812,0.13366336633663367,0.1311881188118812,0.12623762376237624,0.12623762376237624,0.12376237623762376,0.13366336633663367
rostralmiddlefrontal-rh,0.09558823529411764,0.12745098039215685,0.1323529411764706,0.13480392156862744,0.12254901960784313,0.125,0.125,0.13725490196078433
superiorparietal-lh,0.09549071618037135,0.13262599469496023,0.13262599469496023,0.1273209549071618,0.129973474801061,0.1273209549071618,0.1246684350132626,0.129973474801061
superiorparietal-rh,0.09326424870466321,0.12694300518134716,0.12953367875647667,0.12953367875647667,0.12435233160621761,0.14248704663212436,0.12176165803108809,0.13212435233160622
superiortemporal-lh,0.0960591133004926,0.12807881773399016,0.1330049261083744,0.1354679802955665,0.1206896551724138,0.12561576354679804,0.13054187192118227,0.13054187192118227
superiortemporal-rh,0.095,0.13,0.1325,0.1325,0.125,0.1275,0.1225,0.135
