,parsopercularis-lh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.12,0.12666666666666668,0.12666666666666668,0.12666666666666668,0.12,0.12666666666666668,0.12666666666666668,0.12666666666666668
postcentral-lh,0.09770114942528736,0.12643678160919541,0.13218390804597702,0.13218390804597702,0.1206896551724138,0.13218390804597702,0.12643678160919541,0.13218390804597702
rostralmiddlefrontal-lh,0.09836065573770492,0.12568306010928962,0.13114754098360656,0.1366120218579235,0.11475409836065574,0.13114754098360656,0.12568306010928962,0.1366120218579235
rostralmiddlefrontal-rh,0.1,0.12105263157894737,0.13157894736842105,0.14210526315789473,0.11052631578947368,0.12631578947368421,0.12631578947368421,0.14210526315789473
superiorparietal-lh,0.09876543209876543,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12345679012345678,0.12962962962962962,0.12962962962962962,0.12962962962962962
superiorparietal-rh,0.09659090909090909,0.125,0.13068181818181818,0.13636363636363635,0.11931818181818182,0.13068181818181818,0.125,0.13636363636363635
superiortemporal-lh,0.10106382978723404,0.12234042553191489,0.13297872340425532,0.13829787234042554,0.11170212765957446,0.1276595744680851,0.13297872340425532,0.13297872340425532
superiortemporal-rh,0.0972972972972973,0.12432432432432433,0.12972972972972974,0.14054054054054055,0.11351351351351352,0.12972972972972974,0.12432432432432433,0.14054054054054055
