,inferiorparietal-rh,postcentral-lh,postcentral-rh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-rh
inferiorparietal-rh,0.4418604651162791,0.0,0.0,0.0,0.046511627906976744,0.18604651162790697,0.023255813953488372,0.3023255813953488
postcentral-lh,0.0,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
precentral-lh,0.0,0.21212121212121213,0.0,0.5757575757575758,0.0,0.21212121212121213,0.0,0.0
superiorparietal-lh,0.03125,0.0,0.0,0.0,0.90625,0.0,0.0625,0.0
superiorparietal-rh,0.19607843137254902,0.0,0.0,0.11764705882352941,0.0,0.43137254901960786,0.0784313725490196,0.17647058823529413
superiortemporal-lh,0.0,0.0,0.0,0.0,0.045454545454545456,0.09090909090909091,0.8636363636363636,0.0
supramarginal-rh,0.4117647058823529,0.0,0.0,0.0,0.0,0.20588235294117646,0.0,0.38235294117647056
