,F7,TP9,Pz,CP6,F8,Fp2,AF7,AF3
F7,0.2866666666666667,0.02,0.13333333333333333,0.0,0.0,0.26666666666666666,0.2733333333333333,0.02
TP9,0.005,0.405,0.0,0.27,0.0,0.0,0.0,0.32
Pz,0.2558139534883721,0.0,0.23255813953488372,0.0,0.0,0.2558139534883721,0.2558139534883721,0.0
CP6,0.0,0.33962264150943394,0.0,0.3270440251572327,0.0,0.0,0.0,0.3333333333333333
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.21243523316062177,0.0,0.10880829015544041,0.0,0.0,0.3316062176165803,0.3471502590673575,0.0
AF7,0.2153846153846154,0.0,0.1076923076923077,0.0,0.0,0.3282051282051282,0.3487179487179487,0.0
AF3,0.00546448087431694,0.3551912568306011,0.0,0.29508196721311475,0.0,0.0,0.0,0.3442622950819672
