,Fp1,FT9,Oz,F8,Fp2,AF7,AF8,AF4
Fp1,0.3140495867768595,0.0,0.0,0.2231404958677686,0.30578512396694213,0.15702479338842976,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.4939759036144578,0.0,0.0,0.10843373493975904,0.0,0.39759036144578314
F8,0.21014492753623187,0.0,0.0,0.37681159420289856,0.3188405797101449,0.057971014492753624,0.036231884057971016,0.0
Fp2,0.23214285714285715,0.0,0.0,0.23809523809523808,0.39880952380952384,0.10714285714285714,0.023809523809523808,0.0
AF7,0.18478260869565216,0.0,0.11956521739130435,0.06521739130434782,0.17391304347826086,0.358695652173913,0.0,0.09782608695652174
AF8,0.05555555555555555,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2777777777777778,0.0
AF4,0.0,0.0,0.4583333333333333,0.0,0.0,0.09722222222222222,0.0,0.4444444444444444
