,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh
fusiform-lh,0.19924812030075187,0.20300751879699247,0.19924812030075187,0.19924812030075187,0.0,0.0,0.19924812030075187,0.0
inferiortemporal-lh,0.19923371647509577,0.20306513409961685,0.19923371647509577,0.19923371647509577,0.0,0.0,0.19923371647509577,0.0
isthmuscingulate-rh,0.19924812030075187,0.20300751879699247,0.19924812030075187,0.19924812030075187,0.0,0.0,0.19924812030075187,0.0
lingual-lh,0.19924812030075187,0.20300751879699247,0.19924812030075187,0.19924812030075187,0.0,0.0,0.19924812030075187,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.4722222222222222,0.3333333333333333,0.0,0.19444444444444445
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.42857142857142855,0.4107142857142857,0.0,0.16071428571428573
parahippocampal-lh,0.19924812030075187,0.20300751879699247,0.19924812030075187,0.19924812030075187,0.0,0.0,0.19924812030075187,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.3076923076923077,0.21153846153846154,0.0,0.4807692307692308
