,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-rh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-rh,0.4098360655737705,0.22950819672131148,0.0,0.14754098360655737,0.14754098360655737,0.03278688524590164,0.03278688524590164,0.0
caudalmiddlefrontal-rh,0.3684210526315789,0.4473684210526316,0.0,0.18421052631578946,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.0,0.5151515151515151,0.0,0.0,0.0,0.0,0.48484848484848486
frontalpole-rh,0.11594202898550725,0.10144927536231885,0.0,0.36231884057971014,0.13043478260869565,0.14492753623188406,0.14492753623188406,0.0
paracentral-lh,0.10909090909090909,0.0,0.0,0.18181818181818182,0.34545454545454546,0.18181818181818182,0.18181818181818182,0.0
rostralanteriorcingulate-lh,0.02040816326530612,0.0,0.0,0.20408163265306123,0.1836734693877551,0.3877551020408163,0.20408163265306123,0.0
rostralanteriorcingulate-rh,0.025,0.0,0.0,0.25,0.225,0.25,0.25,0.0
temporalpole-lh,0.0,0.0,0.5142857142857142,0.0,0.0,0.0,0.0,0.4857142857142857
