,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lingual-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.6666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.125,0.125
frontalpole-lh,0.0,0.5681818181818182,0.4318181818181818,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0273972602739726,0.3150684931506849,0.3698630136986301,0.0,0.0958904109589041,0.0,0.0958904109589041,0.0958904109589041
lingual-rh,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0
medialorbitofrontal-lh,0.06779661016949153,0.0,0.1016949152542373,0.0,0.423728813559322,0.0,0.15254237288135594,0.2542372881355932
parahippocampal-rh,0.0,0.0,0.0,0.2647058823529412,0.0,0.7352941176470589,0.0,0.0
rostralanteriorcingulate-lh,0.08108108108108109,0.0,0.16216216216216217,0.0,0.21621621621621623,0.0,0.2972972972972973,0.24324324324324326
rostralanteriorcingulate-rh,0.057692307692307696,0.0,0.11538461538461539,0.0,0.3076923076923077,0.0,0.19230769230769232,0.3269230769230769
